longitude,latitude
-7501808.289507205,-512010.97427739046
-7472862.405431936,-187086.7532493714
-7569615.952679127,111090.48427026569
-7506632.603519749,-55280.820264455244
-7635280.655566677,-567145.7976998199
-7614374.973224715,-637078.7440377754
-7578997.313707923,-467373.15899528336
-7404812.754669146,136460.237633904
-7563853.792022545,-462010.35144937143
-7535578.487595019,-352823.5354671056
-7543963.145348822,-186594.47695154382
-7638496.543287439,-567145.7976998199
-7611186.101662424,-632841.099937361
-7618395.8749274975,-477006.5712320308
-7563505.476550838,-463496.225008318
-7513065.025419352,-72290.38749355434
-7539866.337889369,-174155.9431280502
-7638497.218691403,-573505.5347606217
-7511456.917532295,-104180.56871810749
-7509848.491240513,-82920.90654478248
-7649699.565287372,-677070.3431134841
-7557984.753513327,-377241.1256937839
-7511456.917532295,-76542.61164774996
-7394064.954939436,153077.05424893196
-7638496.543287439,-569264.9090267177
-7577388.887416141,-384672.2118361033
-7694780.850008998,-454724.5911498915
-7572243.27409036,-408027.9979144475
-7608988.144198311,-649963.2416740417
-7490551.235190333,44650.38076234033
-7498591.436923641,-89299.13998458903
-7635280.945025519,-579864.8466722048
-7498752.897065014,-499283.392187918
-7542010.2630365435,-567145.7976998199
-7406053.375260612,111391.52329661872
-7538794.6937205065,-560785.6402064272
-7469646.19930645,-199840.58532091783
-7457933.855178957,59746.13348583361
-7472862.405431936,-184962.0522537553
-7545227.115620109,-579864.8466722048
-7505024.177227969,-136069.6742920056
-7412102.872059781,94695.83936065678
-7550051.429632654,-565025.7874437661
-7548443.321745596,-581984.5262559063
-7511456.917532295,-99928.95443413898
-7550051.429632654,-374055.47490592115
-7545628.498545953,-581630.1156318005
-7565997.71716972,-447579.7372192538
-7551658.891061633,-562904.8910974861
-7521105.545557386,-176459.69258088584
-7587037.5154412305,-524736.1855921365
-7492159.661482116,-178585.30792285007
-7393797.687943142,148772.3491648624
-7468896.819313625,38769.34549873927
-7464076.750697411,106697.20725399119
-7539061.642312076,33735.8741713551
-7477686.719444481,-2125.370959429835
-7542010.2630365435,116936.47567995291
-7457153.860089408,123222.97168948983
-7546838.436500299,106307.38356241418
-7563260.4013990015,-186632.73679700604
-7400111.75012276,217676.06337915506
-7530754.173582474,-48902.313677693455
-7606331.876903001,-541702.692300914
-7524555.7984528765,149033.94913558537
-7543857.010440547,-48337.1761769709
-7480902.6071652435,80794.38962188791
-7585429.089149446,-8504.033552969011
-7477686.719444481,-17009.33163276955
-7464486.817388475,107494.4570110665
-7517888.6929738205,-85046.14098752025
-7538043.71205543,-173978.6651998745
-7572618.499585628,-486377.5254756988
-7525929.85956993,-53154.23048778685
-7435805.209234815,143811.86368333732
-7442185.364516405,147181.44492092583
-7617997.068185334,-379644.87084682373
-7586823.315899072,-5810.962701384044
-7640104.969579223,-516253.16188927233
-7556882.658274418,25693.208836468468
-7565006.803071544,43833.92627124248
-7618663.788381869,-68143.58715413818
-7414637.566641973,145782.11192308998
-7582213.201428685,-388919.7052624854
-7523035.271162401,144148.721118283
-7561790.596946055,-372711.00656428596
-7538794.375315781,108433.42428781043
-7531477.820684356,88418.94759976416
-7582213.201428685,-386795.97448363487
-7550051.429632654,-123314.30152180252
-7522388.813084722,29584.167023407383
-7549356.728414848,-140717.63383899577
-7653716.2891342165,-352645.1353817836
-7577388.887416141,-416518.8571326311
-7568169.401419723,-457448.9089201974
-7500196.968627016,-82920.90654478248
-7589530.402518189,-541738.0373001827
-7497302.380219488,76121.64213712442
-7633672.229274896,-505646.517897657
-7628847.915262351,-505646.517897657
-7477686.719444481,78667.86604287813
-7519497.119265602,-53154.23048778685
-7629785.761906389,-172774.70311381549
-7563289.347283077,-203772.63142174218
-7399854.421213331,216871.93219822814
-7519497.119265602,-87172.64407684628
-7530164.545923861,-51737.69218139873
-7539062.607174881,110275.38191944538
-7513064.378961275,-36145.19649943146
-7601430.373866256,40610.63537943261
-7601805.599361524,38661.62408443056
-7406125.739970799,86110.03124229664
-7627240.453833371,21261.335104165682
-7461605.351115065,-21261.335104166632
-7538794.6937205065,-571385.6651731295
-7548068.105898956,-580147.4699886423
-7432659.467039796,-180710.05407114667
-7550613.944646516,-412839.04202369764
-7397002.769200515,150802.5182044344
-7479294.180873462,-95677.30723987347
-7635280.973971403,65912.0006730732
-7599941.687048265,-182082.45874092655
-7567418.960077815,-495252.67652906314
-7517921.498309105,-148868.00982903223
-7638496.543287439,63785.85639142405
-7531316.688596337,-298192.1693429227
-7509848.491240513,-159454.29966675915
-7582374.333516704,125334.77790966367
-7544422.420042817,-416200.42790257593
-7549836.265227694,-283213.8528322416
-7495375.549202878,-297590.5103025874
-7555304.1427295115,-314762.49899084185
-7527027.873439184,-300210.0071879588
-7480848.574848304,-106625.90117538685
-7657797.65878883,-204091.44381282857
-7399774.048141883,151695.34514057072
-7461605.351115065,-76542.61164774996
-7469645.55284837,-4252.017476655496
-7567737.364802642,110559.45608327477
-7465143.503011865,-82920.90654478248
-7633994.493450935,-31893.22366686426
-7689956.535996454,45110.91188518681
-7445336.79940196,-130118.06525661545
-7461284.051801829,-85472.20756029939
-7404517.989082978,136724.39701432013
-7574172.999695377,-450056.4808068246
-7550051.429632654,-127566.98529541293
-7434267.893331578,-35720.38244416083
-7498237.7182202395,-130974.07669515332
-7395342.143831117,146377.25318408458
-7439092.207344121,-59532.710288250666
-7418186.525002161,-10630.678494184769
-7377340.987983549,132669.12978769344
-7620939.899732987,138689.57916047046
-7625577.995224649,-505638.88134712784
-7427835.1530272495,-55280.820264455244
-7677027.3744428335,125398.55542242485
-7589417.83197502,-557478.1937207645
-7584277.235935812,181383.95005190413
-7611159.403908678,93551.25488164998
-7575716.7801793935,146699.69537604862
-7615951.5590440165,74373.97822277658
-7537185.949023999,159454.29966676072
-7617591.825808281,-450438.4933259228
-7579532.812563314,-403888.09444402484
-7529440.030445456,-299821.2277791916
-7518264.5649271645,-342376.87450120057
-7579479.745109177,-403824.4026301399
-7509848.809645238,-376179.3942345126
-7629813.424522939,-83168.94446588152
-7784834.389955568,-176459.27170844548
-7780010.075943023,-159454.29966675915
-7648145.17131253,-180710.05407114667
-7598294.569758101,-244475.33903355783
-7685132.221983909,-306088.76018767525
-7505024.177227969,-199839.7308908382
-7492963.681655446,-139259.34878607802
-7480902.6071652435,-187086.7532493714
-7426226.726735469,14882.689843730632
-7542014.1224877555,112685.3512151792
-7543683.335136094,118255.41732827996
-7632654.299018248,-124802.87309189077
-7587037.5154412305,-2125.370959429835
-7536639.836677779,111112.16929101017
-7413523.3430776335,138905.01263469286
-7607943.197783191,-36145.19649943146
-7517888.6929738205,-87172.64407684628
-7537185.949023999,106307.00088194264
-7516281.231544841,-87173.06503956523
-7633431.660032346,-110665.71278982704
-7632643.68552742,-124760.77987736335
-7582213.201428685,123314.3015218021
-7403084.10647217,154409.14280335713
-7614374.973224715,133944.65617239423
-7694780.850008998,53154.23048778518
-7706040.798914277,78668.75900556134
-7635248.815094193,-588258.4794149505
-7668220.299754092,105811.3018749811
-7617591.825808281,85046.14098752067
-7545227.115620109,-125440.64857575698
-7601510.457478864,95677.30723987173
-7591861.829453775,-541702.692300914
-7505024.177227969,-206215.99990147876
-7410146.323268853,-42523.77084685381
-7591829.988981293,-550099.6421653948
-7540161.585906937,-592793.2691297474
-7434267.893331578,-74416.07528580232
-7493767.122911095,-123314.30152180252
-7609486.978267207,102055.40358335816
-7730919.786276972,-14801.298248885461
-7525929.85956993,-180710.05407114667
-7630456.631012974,91425.24584482746
-7680307.907971363,-114811.3646260575
-7479935.621664568,-133692.10226231403
-7547933.555781146,-388742.622754417
-7558091.631365962,125440.64857575533
-7509848.491240513,-112684.96853957504
-7517888.6929738205,-184962.0522537553
-7611159.0855039535,-4252.017476655496
-7541582.076222046,-590321.4548378336
-7581999.098372809,-440187.4107323838
-7693497.582481661,-389518.4718043533
-7723408.329359439,6238.33307695282
-7675377.459050544,-165372.27779149413
-7675483.593958819,-422888.1704175371
-7712090.48868601,61374.80725181207
-7730779.881170607,-24162.338039793638
-7692667.800471505,-409378.21578205115
-7628847.915262351,108433.42428781043
-7656186.33790864,-75266.94570948154
-7583821.627720467,182836.44329724417
-7657730.118392655,-325717.1752595873
-7715685.567488159,-255096.15232389088
-7651362.023896094,10588.579352095927
-7667378.746417744,-33934.3761386773
-7588699.54951032,178585.30792285159
-7552061.23885028,-412237.8302373675
-7623959.92030484,-511926.1244727713
-7574172.999695377,-403781.9838654882
-7574172.999695377,-403697.018912579
-7485727.210636629,-14883.582854949063
-7492159.661482116,-91424.3528997911
-7513000.698016309,-102055.40358335742
-7387632.857876982,80794.81484090137
-7564813.830511041,-456168.53630132496
-7501808.289507205,-36103.09781455312
-7632734.807170491,-312249.42748768517
-7632064.767845916,-110474.37416619668
-7598294.569758101,138196.33937932499
-7619897.847906277,-262643.8795800164
-7567740.25939105,-416518.8571326311
-7574172.999695377,-446236.28973013593
-7636889.081858462,-586223.7287181499
-7542010.938440506,-289092.7605817977
-7418481.665812752,33062.63424323741
-7514640.964780573,-170040.2638427616
-7393797.687943142,167513.69277275214
-7575781.136528319,-437746.50893360906
-7569348.685682833,-378302.0085004512
-7501861.356961343,-179860.66752920972
-7569348.685682833,106307.00088194264
-7609550.659212171,102055.40358335816
-7630424.501081649,-10588.579352092955
-7614311.29227975,91340.16093346267
-7576874.615542403,113790.899767387
-7538794.664774622,116937.36858174483
-7481835.6294952715,-85854.90184581839
-7548440.108752463,-444113.48535564984
-7582829.961029304,126291.4396230566
-7606334.771491409,87172.64407684616
-7588356.48289226,-546282.9342031121
-7634959.356253442,-506071.6183588192
-7466429.66512761,-51028.912034727284
-7619425.065133047,-669356.1398612878
-7495054.249889644,-137771.21134936868
-7461605.351115065,-116936.47567995304
-7463213.777406846,-61659.28587968667
-7551096.376047771,-399004.1196442432
-7593470.255745556,172208.43123035334
-7636862.065699992,-177734.64011965253
-7482511.033457026,51028.91203473015
-7410945.036696771,94717.01479649669
-7533781.913056747,-188575.05505258188
-7475381.768344196,-323685.03721387393
-7579774.028263942,121330.80725573224
-7533970.061303237,-387574.38221532595
-7550828.144188674,-403993.8227889789
-7572270.077979013,-496808.4043936944
-7568919.852410258,-455503.58516318846
-7532575.8345536105,-301095.91127064987
-7483770.1794143,-105563.32463338121
-7536420.040931367,206656.7220223665
-7508243.92439994,-68033.87875863547
-7603145.687659301,-587778.0533624374
-7534291.997425922,-300069.5113279219
-7693413.639417844,-466360.9669061984
-7707645.365754851,36145.19649943494
-7714078.106059177,4252.017476652449
-7525929.85956993,136069.67429200604
-7544690.651901914,-577037.549389457
-7575716.7801793935,-61617.188151235445
-7580631.791295373,155201.9652590998
-7635574.9387214435,-572091.1658344028
-7539479.427905562,213822.94353783436
-7604164.148590489,-644775.059034615
-7549353.8338264385,-427062.24632185
-7535310.255735922,114952.95395354512
-7638496.543287439,21261.335104165682
-7513064.378961275,-123314.30152180252
-7583821.627720467,123314.3015218021
-7681915.369400343,-312461.8648534808
-7632680.350313916,-97271.83815838129
-7504863.045139949,-81432.21784003613
-7449105.26404972,151082.2283651179
-7596230.728223537,166361.99841552347
-7490519.39471785,74373.97822277658
-7508240.064948731,-51028.912034727284
-7524289.592805665,8419.83523738489
-7531075.472895709,-396173.5255650301
-7529789.3107799655,-301166.0186040354
-7587788.178701582,-538733.0574579281
-7579158.127391217,118425.50185262984
-7456995.815562357,59746.13348583361
-7572457.695550961,-484255.8662015275
-7412108.178805196,95815.45757506996
-7531262.656279395,-177380.08822852743
-7642946.490532611,67152.38401815969
-7508267.081107201,-47909.81467460985
-7646804.976879845,-125334.77790966636
-7580604.775136901,153077.05424893196
-7416514.4177654125,-180625.8807359496
-7448740.835369213,-61659.28587968667
-7493767.769369173,-127566.98529541293
-7542014.1224877555,-327335.78187819244
-7539839.99713486,218862.61762337585
-7437760.156353491,-305401.86608550197
-7694780.850008998,-391042.1300428331
-7434267.893331578,-36145.19649943146
-7568357.0189916715,-454371.73874016874
-7585483.121466388,132916.58221500748
-7498527.755978674,-89299.13998458903
-7644741.135345278,-310514.26842288463
-7517621.319842618,-385203.9071405601
-7739539.764419679,-24097.13567774948
-7605155.815281651,-586788.9360633809
-7635280.973971403,61659.70685695772
-7549327.7825307725,-404240.9465504757
-7567740.25939105,42523.770846853
-7530780.977471127,-179789.80868902887
-7584946.657748193,130720.11788824451
-7576343.941001022,-484857.0030217439
-7545227.115620109,-384588.12699869205
-7588645.941733012,-550184.8803044144
-7588591.909416072,-547427.961945659
-7545227.115620109,-176459.27170844548
-7545227.115620109,223219.47397024592
-7577121.195880213,-462188.32621814107
-7694780.850008998,46775.71129192003
-7622416.139820826,-516253.16188927233
-7566132.479557345,119063.27361737777
-7526679.557967478,-301661.8678814376
-7530754.173582474,-193379.14408939402
